Transaction_ID,Date_Created,Subscription_Type,Monthly_Fee,Negotiation_Success_Prob,User_Feedback,Monthly_Fee_USD,Monthly_Fee_Naira,Is_Prob_Imputed,Is_Date_Missing,Date_Created_Clean,Is_Outlier,Expected_Savings_USD,Priority_Score,Sentiment_Category,Cumulative_Savings,Cumulative_Percentage
TRX-49474,2026-03-01,gym membership,144.6414274271481,0.9,    Spaces at the beginning,144.6414274271481,216962.14114072215,0,0,2026-01-03,1,130.1772846844333,Critical,General Inquiry,7486.672376273043,5.038293146612116
TRX-85545,08/12/2025,electricity bill,$134.21,0.9691472158603854,Stop charging me.,134.21,201315.0,0,0,1900-01-01,1,130.06924784062232,Critical,Churn Risk,7616.741624113665,5.125825626603798
TRX-97514,,electricity bill,$144.48,0.9,It's too expensive!!!,144.48,216719.99999999997,0,1,1900-01-01,1,130.03199999999998,Critical,Pricing Complaint,7746.773624113665,5.2133330399796725
TRX-46777,2025-09-25,netflix,$144.21,0.9,It's too expensive!!!,144.21,216315.0,0,0,1900-01-01,1,129.78900000000002,Critical,Pricing Complaint,7876.562624113665,5.300676922059786
TRX-59441,2026-03-01,internet provider,144.1256627264342,0.9,,144.1256627264342,216188.4940896513,0,0,2026-01-03,1,129.7130964537908,Critical,General Inquiry,8006.275720567456,5.3879697234598
TRX-33606,2025-05-13,internet provider,$144.07,0.9,    Spaces at the beginning,144.07,216105.0,0,0,1900-01-01,1,129.663,Critical,General Inquiry,8135.938720567456,5.475228811534705
TRX-92429,2026-03-01,electricity bill,$144.02,0.9,,144.02,216030.00000000003,0,0,2026-01-03,1,129.61800000000002,Critical,General Inquiry,8265.556720567456,5.562457616036321
TRX-32115,2026-01-08,cloud storage,132.3562686277898,0.9788604494062821,Negotiation needed ASAP,132.3562686277898,198534.4029416847,0,0,2026-08-01,1,129.55831659073692,Critical,General Inquiry,8395.115037158193,5.649646255495747
TRX-60216,2026-03-01,netflix,143.953631783314,0.9,,143.953631783314,215930.447674971,0,0,2026-01-03,1,129.5582686049826,Critical,General Inquiry,8524.673305763175,5.736834862662281
TRX-75626,2026-03-01,netflix,143.8436972316095,0.9,,143.8436972316095,215765.54584741424,0,0,2026-01-03,1,129.45932750844855,Critical,General Inquiry,8654.132633271623,5.823956885607744
TRX-41718,,netflix,143.8106128089581,0.9,,143.8106128089581,215715.91921343716,0,1,1900-01-01,1,129.4295515280623,Critical,General Inquiry,8783.562184799686,5.911058870262447
TRX-45327,,cloud storage,$143.61,0.9,    Spaces at the beginning,143.61,215415.00000000003,0,1,1900-01-01,1,129.24900000000002,Critical,General Inquiry,8912.811184799686,5.998039349463093
TRX-51494,16/12/2025,internet provider,143.5935807001684,0.9,Stop charging me.,143.5935807001684,215390.37105025258,0,0,1900-01-01,1,129.23422263015155,Critical,Churn Risk,9042.045407429838,6.085009883962343
TRX-66483,25/10/2025,internet provider,$143.54,0.9,    Spaces at the beginning,143.54,215310.0,0,0,1900-01-01,1,129.186,Critical,General Inquiry,9171.231407429837,6.171947966160384
TRX-66482,2025-06-03,spotify,$143.52,0.9,Stop charging me.,143.52,215280.00000000003,0,0,2025-03-06,1,129.168,Critical,Churn Risk,9300.399407429837,6.25887393492911
TRX-12371,,gym membership,143.4732374679934,0.9,Stop charging me.,143.4732374679934,215209.85620199013,0,1,1900-01-01,1,129.12591372119408,Critical,Churn Risk,9429.525321151032,6.345771580966532
TRX-66800,2026-03-01,cloud storage,$143.45,0.9,Negotiation needed ASAP,143.45,215174.99999999997,0,0,2026-01-03,1,129.105,Critical,General Inquiry,9558.630321151031,6.432655152732653
TRX-68934,2026-02-19,spotify,$143.44,0.9,Negotiation needed ASAP,143.44,215160.0,0,0,1900-01-01,1,129.096,Critical,General Inquiry,9687.72632115103,6.519532667784116
TRX-89384,2026-03-01,spotify,$143.40,0.9,,143.4,215100.0,0,0,2026-01-03,1,129.06,Critical,General Inquiry,9816.78632115103,6.606385955976949
TRX-72322,08/03/2026,netflix,143.2595273855334,0.9,Negotiation needed ASAP,143.2595273855334,214889.2910783001,0,0,1900-01-01,1,128.93357464698008,Critical,General Inquiry,9945.71989579801,6.693154163915476
TRX-38807,2026-03-01,electricity bill,$143.04,0.9,,143.04,214560.0,0,0,2026-01-03,1,128.736,Critical,General Inquiry,10074.455895798012,6.779789410380626
TRX-2374,,netflix,$140.77,0.9144850622923187,Stop charging me.,140.77,211155.00000000003,0,1,1900-01-01,1,128.73206221888972,Critical,Churn Risk,10203.1879580169,6.866422006843938
TRX-76785,2025-11-18,electricity bill,$143.03,0.9,It's too expensive!!!,143.03,214545.0,0,0,1900-01-01,1,128.727,Critical,Pricing Complaint,10331.914958016901,6.953051196594432
TRX-9685,,cloud storage,$142.76,0.9,It's too expensive!!!,142.76,214140.0,0,1,1900-01-01,1,128.484,Critical,Pricing Complaint,10460.398958016902,7.039516855049165
TRX-84723,07/04/2026,electricity bill,$141.20,0.9097202962951457,    Spaces at the beginning,141.2,211799.99999999997,0,0,1900-01-01,1,128.45250583687456,Critical,General Inquiry,10588.851463853776,7.125961318930628
TRX-54781,03/12/2025,cloud storage,$142.72,0.9,,142.72,214080.0,0,0,1900-01-01,1,128.448,Critical,General Inquiry,10717.299463853777,7.21240275052673
TRX-77751,2026-03-01,electricity bill,136.6101662417502,0.9397161827991312,Stop charging me.,136.6101662417502,204915.2493626253,0,0,2026-01-03,1,128.37478395225222,Critical,Churn Risk,10845.67424780603,7.29879491004399
TRX-26327,2026-03-01,internet provider,142.6082897927322,0.9,Negotiation needed ASAP,142.6082897927322,213912.4346890983,0,0,2026-01-03,1,128.34746081345898,Critical,General Inquiry,10974.021708619488,7.385168681955114
TRX-5018,21/10/2025,cloud storage,$142.52,0.9,Stop charging me.,142.52,213780.00000000003,0,0,1900-01-01,1,128.268,Critical,Churn Risk,11102.289708619488,7.471488979258059
TRX-61521,2025-10-26,electricity bill,143.857602615244,0.8901570431801683,,143.857602615244,215786.40392286598,0,0,1900-01-01,1,128.05585818297322,Critical,General Inquiry,11230.345566802462,7.557666511844037
TRX-73992,2026-03-01,internet provider,$142.23,0.9,,142.23,213344.99999999997,0,0,2026-01-03,1,128.007,Critical,General Inquiry,11358.352566802461,7.643811164421907
TRX-93337,,cloud storage,$142.19,0.9,    Spaces at the beginning,142.19,213285.0,0,1,1900-01-01,1,127.971,Critical,General Inquiry,11486.32356680246,7.729931590141145
TRX-99262,2025-07-22,netflix,142.1010473553808,0.9,It's too expensive!!!,142.1010473553808,213151.57103307123,0,0,1900-01-01,1,127.89094261984273,Critical,Pricing Complaint,11614.214509422303,7.815998139781732
TRX-79911,2026-03-08,netflix,$141.60,0.9,Negotiation needed ASAP,141.6,212400.0,0,0,2026-08-03,1,127.44,Critical,General Inquiry,11741.654509422304,7.90176121933616
TRX-29023,,internet provider,141.5760021302947,0.9,Negotiation needed ASAP,141.5760021302947,212364.00319544206,0,1,1900-01-01,1,127.41840191726524,Critical,General Inquiry,11869.072911339568,7.987509764065669
TRX-95818,2025-07-07,internet provider,$141.52,0.9,    Spaces at the beginning,141.52,212280.00000000003,0,0,2025-07-07,1,127.36800000000001,Critical,General Inquiry,11996.440911339569,8.073224389902837
TRX-5556,,electricity bill,$141.27,0.9,Negotiation needed ASAP,141.27,211905.00000000003,0,1,1900-01-01,1,127.14300000000001,Critical,General Inquiry,12123.583911339569,8.158787597873557
TRX-63370,2026-03-01,cloud storage,$141.10,0.9,Stop charging me.,141.1,211650.0,0,0,2026-01-03,1,126.99,Critical,Churn Risk,12250.573911339568,8.244247841695096
TRX-21106,23/12/2025,netflix,141.0983893250227,0.9,    Spaces at the beginning,141.0983893250227,211647.58398753408,0,0,1900-01-01,1,126.98855039252044,Critical,General Inquiry,12377.562461732088,8.32970710997676
TRX-35410,2026-03-01,spotify,140.9410676655754,0.9,    Spaces at the beginning,140.9410676655754,211411.60149836307,0,0,2026-01-03,1,126.84696089901786,Critical,General Inquiry,12504.409422631106,8.415071093018348
TRX-92921,27/06/2025,electricity bill,140.9286411041097,0.9,,140.9286411041097,211392.96165616452,0,0,1900-01-01,1,126.83577699369872,Critical,General Inquiry,12631.245199624806,8.500427549646238
TRX-96809,,cloud storage,140.8758041788514,0.9,It's too expensive!!!,140.8758041788514,211313.7062682771,0,1,1900-01-01,1,126.78822376096628,Critical,Pricing Complaint,12758.033423385772,8.58575200445616
TRX-43927,2026-03-01,netflix,145.6250184114585,0.8705178978625985,It's too expensive!!!,145.6250184114585,218437.52761718776,0,0,2026-01-03,1,126.76918490374507,Critical,Pricing Complaint,12884.802608289518,8.671063646718794
TRX-42162,2026-03-01,internet provider,140.6966425330791,0.9,It's too expensive!!!,140.6966425330791,211044.96379961868,0,0,2026-01-03,1,126.62697827977121,Critical,Pricing Complaint,13011.42958656929,8.75627958843211
TRX-35033,,internet provider,$140.59,0.9,Negotiation needed ASAP,140.59,210885.0,0,1,1900-01-01,1,126.531,Critical,General Inquiry,13137.96058656929,8.8414309398061
TRX-48550,2026-03-01,cloud storage,$140.41,0.9,,140.41,210615.0,0,0,2026-01-03,1,126.369,Critical,General Inquiry,13264.32958656929,8.92647327031625
TRX-46580,07/09/2025,spotify,$140.32,0.9,Stop charging me.,140.32,210480.0,0,0,1900-01-01,1,126.288,Critical,Churn Risk,13390.617586569291,9.011461090394482
TRX-95828,2025-06-21,gym membership,$140.31,0.9,Negotiation needed ASAP,140.31,210465.0,0,0,1900-01-01,1,126.27900000000001,Critical,General Inquiry,13516.896586569292,9.096442853758054
TRX-43914,2026-03-01,spotify,$140.31,0.9,,140.31,210465.0,0,0,2026-01-03,1,126.27900000000001,Critical,General Inquiry,13643.175586569292,9.181424617121628
TRX-49394,2026-04-07,gym membership,$140.26,0.9,Negotiation needed ASAP,140.26,210390.0,0,0,2026-07-04,1,126.234,Critical,General Inquiry,13769.409586569293,9.266376096911912
TRX-71223,2025-09-09,netflix,$140.23,0.9,,140.23,210344.99999999997,0,0,2025-09-09,1,126.207,Critical,General Inquiry,13895.616586569293,9.351309406558222
TRX-44971,10/01/2026,gym membership,140.1924779619436,0.9,    Spaces at the beginning,140.1924779619436,210288.7169429154,0,0,1900-01-01,1,126.17323016574925,Critical,General Inquiry,14021.789816735041,9.436219990176744
TRX-29437,2025-12-21,electricity bill,$140.15,0.9,Stop charging me.,140.15,210225.0,0,0,1900-01-01,1,126.135,Critical,Churn Risk,14147.924816735042,9.521104846105793
TRX-69732,,spotify,$140.08,0.9,    Spaces at the beginning,140.08,210120.00000000003,0,1,1900-01-01,1,126.07200000000002,Critical,General Inquiry,14273.996816735042,9.605947305032235
TRX-99492,2026-03-01,internet provider,140.04558584942,0.9,Negotiation needed ASAP,140.04558584942,210068.37877413002,0,0,2026-01-03,1,126.041027264478,Critical,General Inquiry,14400.03784399952,9.690768920289653
TRX-38063,,spotify,136.7016093104905,0.9213298456400079,Stop charging me.,136.7016093104905,205052.41396573576,0,1,1900-01-01,1,125.94727260477488,Critical,Churn Risk,14525.985116604295,9.775527441633553
TRX-48381,2026-03-01,gym membership,$139.93,0.9,    Spaces at the beginning,139.93,209895.0,0,0,2026-01-03,1,125.93700000000001,Critical,General Inquiry,14651.922116604295,9.860279049840129
TRX-42220,2026-03-01,cloud storage,$139.88,0.9,Stop charging me.,139.88,209820.0,0,0,2026-01-03,1,125.892,Critical,Churn Risk,14777.814116604295,9.945000374473416
TRX-82674,2026-03-09,netflix,$139.87,0.9,Negotiation needed ASAP,139.87,209805.0,0,0,2026-09-03,1,125.88300000000001,Critical,General Inquiry,14903.697116604295,10.029715642392045
TRX-52741,22/01/2026,electricity bill,127.7179047008666,0.9846506563022014,    Spaces at the beginning,127.7179047008666,191576.85705129988,0,0,1900-01-01,1,125.7575186852503,Critical,General Inquiry,15029.454635289545,10.114346465364195
TRX-44254,2026-03-01,cloud storage,$139.73,0.9,It's too expensive!!!,139.73,209594.99999999997,0,0,2026-01-03,1,125.75699999999999,Critical,Pricing Complaint,15155.211635289545,10.198976939277614
TRX-31041,2026-03-01,cloud storage,$139.65,0.9,Stop charging me.,139.65,209475.0,0,0,2026-01-03,1,125.685,Critical,Churn Risk,15280.896635289544,10.283558959473773
TRX-84769,,electricity bill,139.6471883556032,0.9,It's too expensive!!!,139.6471883556032,209470.7825334048,0,1,1900-01-01,1,125.68246952004287,Critical,Pricing Complaint,15406.579104809587,10.368139276737146
TRX-2970,,spotify,139.6444496429054,0.9,Negotiation needed ASAP,139.6444496429054,209466.67446435813,0,1,1900-01-01,1,125.68000467861488,Critical,General Inquiry,15532.259109488203,10.452717935240388
TRX-26010,26/11/2025,gym membership,$139.39,0.9,Negotiation needed ASAP,139.39,209084.99999999997,0,0,1900-01-01,1,125.451,Critical,General Inquiry,15657.710109488202,10.537142480855442
TRX-59169,2025-12-22,spotify,$147.51,0.8485543351596037,It's too expensive!!!,147.51,221265.0,0,0,1900-01-01,1,125.17024997939313,Critical,Pricing Complaint,15782.880359467596,10.621378090607722
TRX-26276,,internet provider,139.0738161902111,0.9,    Spaces at the beginning,139.0738161902111,208610.72428531662,0,1,1900-01-01,1,125.16643457118998,Critical,General Inquiry,15908.046794038786,10.705611132711248
TRX-60404,09/02/2026,netflix,$139.04,0.9,It's too expensive!!!,139.04,208560.0,0,0,1900-01-01,1,125.136,Critical,Pricing Complaint,16033.182794038787,10.789823693313279
TRX-46440,2026-03-01,internet provider,$138.93,0.9,Negotiation needed ASAP,138.93,208395.0,0,0,2026-01-03,1,125.037,Critical,General Inquiry,16158.219794038787,10.873969630054075
TRX-10307,2025-06-06,spotify,$138.83,0.9,    Spaces at the beginning,138.83,208245.00000000003,0,0,2025-06-06,1,124.94700000000002,Critical,General Inquiry,16283.166794038787,10.958054999648294
TRX-51712,,gym membership,$138.83,0.9,Negotiation needed ASAP,138.83,208245.00000000003,0,1,1900-01-01,1,124.94700000000002,Critical,General Inquiry,16408.113794038785,11.042140369242512
TRX-2751,2026-03-11,cloud storage,$138.59,0.9,Negotiation needed ASAP,138.59,207885.0,0,0,2026-11-03,1,124.73100000000001,Critical,General Inquiry,16532.844794038785,11.126080377684943
TRX-14230,07/07/2025,netflix,$138.42,0.9,Negotiation needed ASAP,138.42,207629.99999999997,0,0,1900-01-01,1,124.57799999999999,Critical,General Inquiry,16657.422794038786,11.209917421978192
TRX-59927,2026-02-19,gym membership,$137.96,0.9,Negotiation needed ASAP,137.96,206940.0,0,0,1900-01-01,1,124.16400000000002,Critical,General Inquiry,16781.586794038787,11.293475857397182
TRX-76294,11/04/2025,netflix,$137.95,0.9,Stop charging me.,137.95,206924.99999999997,0,0,1900-01-01,1,124.15499999999999,Critical,Churn Risk,16905.741794038786,11.377028236101513
TRX-86436,26/11/2025,electricity bill,137.9072755020214,0.9,,137.9072755020214,206860.9132530321,0,0,1900-01-01,1,124.11654795181927,Critical,General Inquiry,17029.858341990606,11.460554737796532
TRX-82568,,cloud storage,$137.89,0.9,,137.89,206834.99999999997,0,1,1900-01-01,1,124.10099999999998,Critical,General Inquiry,17153.959341990605,11.544070776212916
TRX-24636,2026-03-01,cloud storage,137.5427007884676,0.9021663207771574,Stop charging me.,137.5427007884676,206314.05118270143,0,0,2026-01-03,1,124.08639232008525,Critical,Churn Risk,17278.04573431069,11.62757698412385
TRX-93299,2026-03-01,internet provider,137.865345900236,0.9,Stop charging me.,137.865345900236,206798.018850354,0,0,2026-01-03,1,124.07881131021242,Critical,Churn Risk,17402.124545620904,11.711078090255494
TRX-95196,,spotify,$137.84,0.9,    Spaces at the beginning,137.84,206760.0,0,1,1900-01-01,1,124.05600000000001,Critical,General Inquiry,17526.180545620904,11.79456384509859
TRX-56246,2025-07-31,gym membership,$137.81,0.9,It's too expensive!!!,137.81,206715.0,0,0,1900-01-01,1,124.02900000000001,Critical,Pricing Complaint,17650.209545620903,11.878031429797712
TRX-27093,13/11/2025,electricity bill,$137.61,0.9,    Spaces at the beginning,137.61,206415.00000000003,0,0,1900-01-01,1,123.84900000000002,Critical,General Inquiry,17774.0585456209,11.96137788020368
TRX-73825,22/05/2025,gym membership,137.5988234904864,0.9,It's too expensive!!!,137.5988234904864,206398.2352357296,0,0,1900-01-01,1,123.83894114143777,Critical,Pricing Complaint,17897.89748676234,12.044717561316748
TRX-60059,14/09/2025,internet provider,137.543213148296,0.9,Stop charging me.,137.543213148296,206314.819722444,0,0,1900-01-01,1,123.7888918334664,Critical,Churn Risk,18021.686378595805,12.128023560832348
TRX-72942,2026-03-01,spotify,$137.51,0.9,Negotiation needed ASAP,137.51,206265.0,0,0,2026-01-03,1,123.759,Critical,General Inquiry,18145.445378595803,12.211309444091736
